member_id,churn_probability,rank
3125,0.5865,219
4834,0.5865,220
2061,0.5864,221
8172,0.5862,222
5642,0.586,223
3923,0.5858,224
2598,0.5857,225
8075,0.5856,226
7866,0.5856,227
1594,0.5855,228
2962,0.5853,229
6116,0.585,230
2165,0.5848,231
2499,0.5847,232
4056,0.5847,233
4932,0.5846,234
9578,0.5845,235
7500,0.5843,236
272,0.5841,237
2797,0.5841,238
9478,0.5841,239
679,0.584,240
6256,0.5837,241
6321,0.5837,242
9968,0.5836,243
6578,0.5834,244
2398,0.5833,245
743,0.5831,246
8933,0.5831,247
3678,0.5828,248
5420,0.5828,249
1972,0.5828,250
483,0.5827,251
4829,0.5826,252
6982,0.5826,253
97,0.5825,254
1646,0.5824,255
5960,0.5823,256
4535,0.5823,257
8810,0.5823,258
83,0.5822,259
6367,0.5822,260
9962,0.5822,261
9110,0.5821,262
4054,0.5821,263
9085,0.582,264
4472,0.582,265
8013,0.582,266
7445,0.582,267
3740,0.5818,268
5694,0.5816,269
5332,0.5816,270
8585,0.5815,271
4807,0.5814,272
9614,0.5809,273
1782,0.5808,274
5896,0.5808,275
3050,0.5808,276
5362,0.5806,277
9123,0.5805,278
9822,0.5805,279
9596,0.5804,280
6513,0.5804,281
7018,0.5802,282
6575,0.5801,283
4447,0.5801,284
9733,0.5799,285
5856,0.5798,286
8269,0.5797,287
862,0.5797,288
5249,0.5797,289
3242,0.5796,290
3009,0.5794,291
8719,0.5793,292
7098,0.5793,293
2781,0.5791,294
3199,0.579,295
8392,0.579,296
3950,0.5789,297
9024,0.5788,298
1508,0.5788,299
5871,0.5785,300
8373,0.5785,301
7839,0.5784,302
7194,0.5781,303
5840,0.578,304
3832,0.578,305
9290,0.5779,306
8905,0.5778,307
9998,0.5778,308
6931,0.5777,309
9623,0.5775,310
4561,0.5775,311
3340,0.5775,312
7596,0.5775,313
727,0.5775,314
5786,0.5774,315
8742,0.5774,316
7689,0.5772,317
7637,0.5772,318
2712,0.5771,319
3770,0.577,320
89,0.5768,321
5695,0.5766,322
362,0.5764,323
8727,0.5762,324
8515,0.576,325
7443,0.576,326
7590,0.5759,327
6629,0.5757,328
519,0.5757,329
2638,0.5756,330
1571,0.5756,331
3296,0.5753,332
1985,0.5752,333
525,0.5752,334
3739,0.5752,335
8008,0.5751,336
7130,0.5751,337
6138,0.5747,338
6695,0.5744,339
4887,0.5742,340
5841,0.5742,341
1754,0.5741,342
5682,0.5741,343
8476,0.5741,344
9918,0.574,345
1433,0.574,346
3295,0.5738,347
4984,0.5737,348
4110,0.5734,349
6315,0.5733,350
9060,0.5733,351
6211,0.5732,352
4013,0.5731,353
3290,0.5731,354
6185,0.5731,355
2267,0.5731,356
5421,0.573,357
2132,0.573,358
3839,0.5729,359
1996,0.5727,360
5285,0.5727,361
6921,0.5725,362
1904,0.5722,363
1696,0.5722,364
3466,0.5722,365
1313,0.5721,366
4877,0.5721,367
8305,0.5721,368
9817,0.5721,369
2305,0.572,370
7286,0.572,371
7705,0.5719,372
8937,0.5717,373
572,0.5717,374
144,0.5716,375
4158,0.5716,376
6232,0.5715,377
7539,0.5714,378
4666,0.5713,379
342,0.5713,380
5282,0.5713,381
6489,0.5713,382
2835,0.5711,383
553,0.5711,384
3824,0.5711,385
2811,0.5711,386
4592,0.5708,387
1918,0.5708,388
9714,0.5707,389
2628,0.5707,390
4900,0.5707,391
3522,0.5706,392
2296,0.5704,393
7505,0.5703,394
9609,0.5702,395
3169,0.5702,396
9469,0.5701,397
1200,0.57,398
9739,0.5699,399
3816,0.5695,400
8907,0.5695,401
6553,0.5695,402
6190,0.5693,403
9475,0.5693,404
8577,0.5692,405
1215,0.5692,406
2134,0.5691,407
6257,0.569,408
4624,0.569,409
1568,0.5689,410
7917,0.5689,411
6510,0.5689,412
8178,0.5685,413
4611,0.5684,414
5186,0.5684,415
2522,0.5683,416
4501,0.5682,417
9644,0.5681,418
9630,0.5679,419
1331,0.5678,420
9115,0.5677,421
3311,0.5675,422
1609,0.5675,423
2471,0.5675,424
4855,0.5674,425
2520,0.5674,426
8855,0.5673,427
6041,0.5672,428
5993,0.5672,429
6729,0.5671,430
4060,0.5667,431
1122,0.5667,432
4664,0.5667,433
162,0.5667,434
2619,0.5666,435
5949,0.5665,436
8508,0.5663,437
691,0.5663,438
6379,0.5658,439
304,0.5657,440
619,0.5657,441
1341,0.5656,442
7284,0.5656,443
5762,0.5656,444
2008,0.5656,445
2056,0.5656,446
1287,0.5655,447
9925,0.5655,448
2777,0.5655,449
7877,0.5654,450
1606,0.5653,451
8796,0.5653,452
7218,0.5652,453
4204,0.5651,454
5910,0.5651,455
5935,0.565,456
3160,0.5649,457
4151,0.5648,458
9185,0.5647,459
8060,0.5647,460
7971,0.5647,461
2411,0.5646,462
919,0.5646,463
4276,0.5646,464
7456,0.5644,465
5072,0.5643,466
5318,0.5643,467
6307,0.5643,468
7305,0.5642,469
7657,0.5642,470
9404,0.5642,471
5915,0.5642,472
1119,0.564,473
1910,0.564,474
8542,0.564,475
9597,0.5639,476
9254,0.5638,477
9258,0.5637,478
7783,0.5637,479
3366,0.5636,480
9455,0.5636,481
4842,0.5636,482
3413,0.5634,483
8330,0.5634,484
1385,0.5633,485
1589,0.5633,486
1090,0.5632,487
1079,0.5631,488
5549,0.5631,489
9084,0.563,490
7071,0.563,491
5000,0.5629,492
447,0.5629,493
876,0.5629,494
3912,0.5629,495
7675,0.5629,496
2826,0.5628,497
2675,0.5628,498
5869,0.5627,499
8025,0.5626,500
1312,0.5626,501
252,0.5626,502
1301,0.5623,503
9044,0.5623,504
3474,0.5621,505
7619,0.5621,506
8785,0.5619,507
6245,0.5619,508
4865,0.5617,509
3547,0.5617,510
9457,0.5616,511
3093,0.5616,512
1483,0.5616,513
463,0.5615,514
2094,0.5614,515
9116,0.5613,516
6697,0.5613,517
3733,0.5612,518
2210,0.5612,519
4122,0.5612,520
5740,0.5611,521
2939,0.561,522
4116,0.5607,523
7000,0.5607,524
1236,0.5607,525
2766,0.5606,526
5660,0.5605,527
1781,0.5604,528
8496,0.5604,529
6807,0.5602,530
3936,0.5601,531
7713,0.5601,532
3978,0.5601,533
9759,0.56,534
5669,0.5599,535
6130,0.5598,536
4587,0.5598,537
8546,0.5598,538
1246,0.5598,539
9314,0.5597,540
5538,0.5597,541
2711,0.5597,542
9097,0.5597,543
7023,0.5596,544
289,0.5595,545
6484,0.5595,546
7562,0.5593,547
5743,0.5593,548
2623,0.5591,549
9829,0.559,550
9438,0.5589,551
8486,0.5588,552
2468,0.5586,553
8711,0.5585,554
842,0.5585,555
7230,0.5585,556
4406,0.5584,557
9268,0.5584,558
9627,0.5583,559
6494,0.5583,560
7484,0.5583,561
5597,0.5582,562
9480,0.5582,563
4291,0.5582,564
5493,0.5582,565
466,0.5581,566
3150,0.5581,567
3882,0.558,568
2219,0.558,569
8997,0.5579,570
6787,0.5579,571
3941,0.5579,572
550,0.5578,573
2922,0.5578,574
8088,0.5574,575
5897,0.5574,576
4509,0.5574,577
4156,0.5574,578
1446,0.5574,579
3641,0.5573,580
3842,0.5573,581
5578,0.5573,582
85,0.5573,583
6141,0.5573,584
5465,0.5573,585
1085,0.5572,586
8940,0.5572,587
9002,0.5571,588
4067,0.5571,589
4389,0.557,590
9545,0.557,591
3328,0.5568,592
3583,0.5568,593
8638,0.5568,594
6842,0.5567,595
8571,0.5566,596
4166,0.5564,597
8246,0.5564,598
290,0.5563,599
1380,0.5563,600
6424,0.5563,601
6431,0.5562,602
5190,0.5562,603
5352,0.5562,604
5329,0.5561,605
779,0.5561,606
4397,0.5561,607
6559,0.5561,608
7108,0.5561,609
7865,0.5559,610
3574,0.5557,611
8724,0.5557,612
7371,0.5557,613
2400,0.5557,614
6166,0.5557,615
448,0.5556,616
557,0.5556,617
6532,0.5556,618
7708,0.5555,619
6231,0.5554,620
5759,0.5554,621
2737,0.5553,622
3527,0.5553,623
1716,0.5553,624
4315,0.5552,625
3985,0.5552,626
3177,0.5552,627
3130,0.5551,628
3716,0.555,629
2721,0.555,630
7926,0.5547,631
7138,0.5546,632
7991,0.5546,633
5825,0.5545,634
6978,0.5544,635
3699,0.5544,636
1463,0.5543,637
5154,0.5541,638
9932,0.5541,639
2926,0.554,640
9636,0.5539,641
7925,0.5539,642
9304,0.5539,643
6818,0.5539,644
8412,0.5538,645
5458,0.5538,646
6461,0.5538,647
5113,0.5537,648
2658,0.5537,649
5508,0.5536,650
3900,0.5535,651
2723,0.5534,652
295,0.5534,653
9785,0.5533,654
3214,0.5533,655
2078,0.5532,656
2244,0.5532,657
3632,0.5532,658
2018,0.5532,659
7880,0.5532,660
6802,0.5532,661
4899,0.5531,662
2403,0.5531,663
8850,0.553,664
2987,0.553,665
4426,0.5529,666
1656,0.5528,667
3193,0.5527,668
3119,0.5527,669
4162,0.5527,670
4808,0.5526,671
2095,0.5525,672
3631,0.5525,673
7723,0.5525,674
9888,0.5524,675
2966,0.5524,676
3069,0.5521,677
778,0.5521,678
916,0.5521,679
3371,0.5521,680
9642,0.552,681
1579,0.552,682
6030,0.552,683
2607,0.552,684
6306,0.5518,685
6011,0.5518,686
4950,0.5518,687
9076,0.5518,688
84,0.5517,689
1860,0.5516,690
1720,0.5515,691
4381,0.5514,692
2741,0.5513,693
4836,0.5512,694
3260,0.5511,695
8861,0.5511,696
6804,0.5511,697
7028,0.551,698
8786,0.551,699
7842,0.551,700
195,0.551,701
7089,0.5508,702
9327,0.5507,703
3490,0.5506,704
4137,0.5506,705
4103,0.5506,706
4602,0.5505,707
9949,0.5505,708
3624,0.5505,709
761,0.5503,710
1752,0.5502,711
1864,0.5502,712
8564,0.5502,713
5182,0.5502,714
867,0.5501,715
1626,0.5501,716
5087,0.5501,717
7533,0.5501,718
9649,0.5501,719
9582,0.55,720
9009,0.5498,721
1886,0.5498,722
5380,0.5498,723
3058,0.5496,724
1851,0.5495,725
9917,0.5495,726
9961,0.5495,727
391,0.5495,728
8278,0.5495,729
1251,0.5495,730
6581,0.5495,731
2050,0.5494,732
1047,0.5494,733
1271,0.5494,734
1397,0.5494,735
2676,0.5493,736
9311,0.5493,737
1885,0.5493,738
684,0.5492,739
7823,0.5492,740
5192,0.549,741
1953,0.549,742
2494,0.549,743
7677,0.549,744
8143,0.5489,745
12,0.5489,746
1931,0.5488,747
5631,0.5488,748
9278,0.5487,749
3599,0.5487,750
3940,0.5487,751
4947,0.5486,752
9948,0.5486,753
9934,0.5485,754
3658,0.5485,755
2413,0.5484,756
9324,0.5484,757
6753,0.5483,758
6297,0.5482,759
9305,0.5481,760
4213,0.5481,761
9695,0.5479,762
2518,0.5479,763
4202,0.5478,764
5265,0.5477,765
7687,0.5477,766
1639,0.5476,767
7690,0.5476,768
4762,0.5476,769
6001,0.5475,770
9891,0.5474,771
3359,0.5474,772
934,0.5473,773
8222,0.5472,774
7238,0.547,775
5817,0.547,776
7244,0.547,777
2401,0.547,778
1668,0.547,779
4138,0.5468,780
5111,0.5468,781
4487,0.5467,782
8678,0.5467,783
3944,0.5467,784
4733,0.5466,785
8824,0.5465,786
666,0.5463,787
6266,0.5463,788
1458,0.5463,789
2440,0.5463,790
4867,0.5462,791
1611,0.5462,792
3613,0.5461,793
3136,0.5461,794
1002,0.5461,795
721,0.546,796
7810,0.546,797
6076,0.546,798
6225,0.546,799
5711,0.5459,800
3746,0.5459,801
7221,0.5458,802
2125,0.5458,803
9816,0.5457,804
9000,0.5457,805
1066,0.5456,806
7671,0.5456,807
2552,0.5455,808
3467,0.5455,809
2360,0.5454,810
51,0.5453,811
8227,0.5453,812
9862,0.5452,813
6656,0.5451,814
2096,0.545,815
1945,0.545,816
6775,0.545,817
9078,0.5448,818
6271,0.5448,819
32,0.5446,820
8667,0.5446,821
4557,0.5446,822
3905,0.5445,823
3168,0.5445,824
9043,0.5445,825
4100,0.5445,826
6533,0.5444,827
6388,0.5444,828
8917,0.5443,829
5557,0.5443,830
7608,0.5443,831
2998,0.5443,832
5151,0.5443,833
8897,0.5443,834
4469,0.5443,835
2025,0.5443,836
7421,0.5442,837
2280,0.5441,838
1534,0.5441,839
7786,0.544,840
843,0.5439,841
9682,0.5439,842
3274,0.5439,843
5472,0.5439,844
781,0.5438,845
2293,0.5438,846
676,0.5438,847
3850,0.5437,848
3881,0.5437,849
9837,0.5437,850
5939,0.5437,851
6552,0.5436,852
3611,0.5436,853
4172,0.5435,854
9541,0.5434,855
3496,0.5433,856
3008,0.5433,857
9868,0.5432,858
5663,0.5432,859
3910,0.543,860
2825,0.543,861
1462,0.543,862
222,0.543,863
8016,0.5429,864
9797,0.5428,865
6980,0.5428,866
1321,0.5428,867
1640,0.5427,868
8359,0.5427,869
7887,0.5426,870
6338,0.5426,871
989,0.5426,872
9965,0.5426,873
8811,0.5425,874
5026,0.5424,875
8213,0.5423,876
3712,0.5423,877
2905,0.5423,878
1585,0.5422,879
1015,0.5422,880
914,0.5421,881
2126,0.5421,882
8444,0.5421,883
1847,0.542,884
4969,0.542,885
8722,0.5419,886
3803,0.5419,887
2356,0.5418,888
6472,0.5418,889
86,0.5418,890
3872,0.5418,891
5819,0.5417,892
9811,0.5417,893
5726,0.5416,894
5280,0.5415,895
2847,0.5414,896
4967,0.5413,897
7936,0.5413,898
1604,0.5413,899
5511,0.5413,900
8361,0.5413,901
8985,0.5412,902
5560,0.5411,903
4142,0.541,904
2395,0.541,905
2359,0.5409,906
8056,0.5409,907
2740,0.5408,908
7399,0.5408,909
5235,0.5407,910
6711,0.5407,911
631,0.5405,912
1704,0.5405,913
5809,0.5404,914
9217,0.5404,915
1339,0.5404,916
8610,0.5404,917
8232,0.5403,918
2902,0.5403,919
6703,0.5403,920
7741,0.5403,921
9052,0.5403,922
5524,0.5403,923
3702,0.5403,924
8192,0.5402,925
5687,0.54,926
8225,0.54,927
1467,0.5399,928
2498,0.5399,929
2326,0.5398,930
6960,0.5398,931
8270,0.5397,932
215,0.5397,933
5162,0.5397,934
4211,0.5396,935
1175,0.5396,936
3953,0.5396,937
9381,0.5396,938
5141,0.5396,939
6487,0.5396,940
5785,0.5395,941
2449,0.5394,942
7974,0.5393,943
932,0.5392,944
9106,0.5391,945
4458,0.5391,946
2974,0.5391,947
59,0.539,948
5792,0.539,949
573,0.5389,950
9746,0.5389,951
4237,0.5388,952
1619,0.5388,953
3435,0.5386,954
3671,0.5385,955
8981,0.5385,956
255,0.5385,957
1474,0.5385,958
5650,0.5384,959
3264,0.5383,960
537,0.5383,961
3343,0.5383,962
5393,0.5383,963
3853,0.5382,964
6177,0.5381,965
5703,0.5381,966
5568,0.5381,967
1976,0.538,968
243,0.538,969
5334,0.5379,970
6163,0.5378,971
9834,0.5378,972
9292,0.5377,973
1871,0.5377,974
1861,0.5377,975
6469,0.5375,976
4129,0.5375,977
7476,0.5374,978
714,0.5374,979
5615,0.5374,980
4532,0.5374,981
5357,0.5373,982
2591,0.5373,983
411,0.5373,984
2570,0.5372,985
6936,0.5372,986
1455,0.5372,987
3428,0.5371,988
6380,0.5371,989
5263,0.5371,990
9787,0.5371,991
2152,0.537,992
5675,0.537,993
4395,0.537,994
7543,0.5369,995
1651,0.5369,996
9182,0.5369,997
1524,0.5369,998
9914,0.5368,999
4682,0.5368,1000
4300,0.5367,1001
456,0.5366,1002
7122,0.5366,1003
3621,0.5366,1004
3612,0.5366,1005
3757,0.5366,1006
3429,0.5364,1007
5755,0.5364,1008
6709,0.5364,1009
7528,0.5363,1010
8306,0.5363,1011
3662,0.5363,1012
9495,0.5362,1013
2785,0.5361,1014
4439,0.5361,1015
2142,0.5361,1016
1491,0.536,1017
490,0.536,1018
6255,0.536,1019
3506,0.536,1020
8925,0.536,1021
6014,0.5359,1022
9192,0.5359,1023
8446,0.5359,1024
3059,0.5359,1025
3284,0.5359,1026
5629,0.5358,1027
1830,0.5355,1028
6723,0.5355,1029
3533,0.5355,1030
8206,0.5354,1031
950,0.5354,1032
1991,0.5354,1033
6557,0.5353,1034
8464,0.5353,1035
7136,0.5353,1036
9825,0.5353,1037
1552,0.5353,1038
7285,0.5353,1039
4893,0.5351,1040
742,0.535,1041
8843,0.535,1042
586,0.5349,1043
8584,0.5349,1044
9779,0.5348,1045
5391,0.5348,1046
8553,0.5348,1047
2776,0.5347,1048
6704,0.5347,1049
2813,0.5345,1050
4136,0.5345,1051
8424,0.5344,1052
9171,0.5343,1053
5487,0.5343,1054
9446,0.5343,1055
5692,0.5343,1056
4667,0.5342,1057
6495,0.5342,1058
7344,0.5342,1059
6411,0.5342,1060
1799,0.5341,1061
6272,0.5341,1062
4380,0.5341,1063
998,0.5341,1064
8941,0.534,1065
5299,0.534,1066
8918,0.534,1067
2158,0.534,1068
1922,0.5339,1069
6915,0.5339,1070
8188,0.5339,1071
5122,0.5338,1072
9702,0.5338,1073
6092,0.5338,1074
4095,0.5338,1075
5601,0.5338,1076
4534,0.5338,1077
9994,0.5338,1078
3971,0.5337,1079
681,0.5336,1080
1116,0.5336,1081
1360,0.5336,1082
3866,0.5335,1083
6539,0.5335,1084
8414,0.5335,1085
4312,0.5334,1086
2146,0.5334,1087
5,0.5333,1088
8347,0.5332,1089
4344,0.5332,1090
6614,0.5332,1091
5661,0.5331,1092
7043,0.5331,1093
4507,0.5329,1094
5014,0.5329,1095
501,0.5328,1096
1429,0.5327,1097
6779,0.5327,1098
1822,0.5327,1099
1080,0.5327,1100
4866,0.5327,1101
6766,0.5326,1102
3817,0.5326,1103
6649,0.5326,1104
7665,0.5325,1105
8701,0.5325,1106
7811,0.5324,1107
3914,0.5323,1108
9738,0.5323,1109
3477,0.5323,1110
8962,0.5322,1111
8121,0.5322,1112
5781,0.5322,1113
9399,0.5321,1114
6173,0.532,1115
8038,0.532,1116
5648,0.5318,1117
2503,0.5317,1118
9402,0.5317,1119
9483,0.5316,1120
6023,0.5316,1121
9537,0.5315,1122
2561,0.5315,1123
4896,0.5315,1124
4983,0.5315,1125
2954,0.5315,1126
6639,0.5314,1127
7728,0.5314,1128
279,0.5314,1129
582,0.5314,1130
5783,0.5314,1131
7536,0.5313,1132
265,0.5313,1133
9567,0.5313,1134
2407,0.5312,1135
4077,0.5312,1136
1744,0.5312,1137
7036,0.5311,1138
4011,0.5311,1139
5003,0.531,1140
5627,0.531,1141
8845,0.531,1142
9301,0.531,1143
7493,0.5309,1144
8931,0.5309,1145
6045,0.5308,1146
2613,0.5308,1147
9094,0.5307,1148
1680,0.5307,1149
3652,0.5306,1150
6607,0.5306,1151
1984,0.5306,1152
2862,0.5304,1153
9230,0.5304,1154
7516,0.5304,1155
3920,0.5304,1156
2878,0.5304,1157
1073,0.5303,1158
8072,0.5303,1159
5460,0.5303,1160
6646,0.5302,1161
6466,0.5302,1162
6744,0.5301,1163
7003,0.5301,1164
7765,0.5301,1165
4888,0.53,1166
7224,0.53,1167
8509,0.5299,1168
4975,0.5299,1169
8379,0.5298,1170
8259,0.5298,1171
6114,0.5298,1172
6381,0.5298,1173
5468,0.5298,1174
5839,0.5297,1175
1496,0.5297,1176
6700,0.5297,1177
4452,0.5296,1178
5283,0.5296,1179
2367,0.5295,1180
251,0.5294,1181
31,0.5293,1182
7169,0.5292,1183
9924,0.5292,1184
9458,0.5292,1185
8489,0.5291,1186
7796,0.5291,1187
2606,0.5291,1188
827,0.5291,1189
1366,0.5291,1190
3992,0.5289,1191
5070,0.5289,1192
5624,0.5289,1193
1479,0.5288,1194
2885,0.5288,1195
7480,0.5288,1196
6805,0.5287,1197
8775,0.5287,1198
5793,0.5287,1199
4250,0.5285,1200
5375,0.5284,1201
2808,0.5284,1202
5417,0.5283,1203
5943,0.5283,1204
242,0.5283,1205
745,0.5282,1206
60,0.5282,1207
1358,0.5281,1208
2349,0.5281,1209
7824,0.5281,1210
9035,0.528,1211
9980,0.528,1212
3768,0.5279,1213
1671,0.5278,1214
408,0.5278,1215
5620,0.5278,1216
9386,0.5277,1217
2384,0.5277,1218
4338,0.5277,1219
9361,0.5277,1220
5133,0.5277,1221
3791,0.5276,1222
3512,0.5274,1223
2698,0.5274,1224
2537,0.5273,1225
6299,0.5273,1226
435,0.5273,1227
6112,0.5273,1228
5284,0.5272,1229
9091,0.5272,1230
504,0.5272,1231
5686,0.5271,1232
3249,0.5271,1233
22,0.5271,1234
8353,0.5271,1235
6191,0.5271,1236
3526,0.527,1237
7184,0.527,1238
8360,0.527,1239
3029,0.527,1240
7601,0.5269,1241
2156,0.5269,1242
8930,0.5268,1243
7264,0.5267,1244
35,0.5267,1245
2978,0.5267,1246
425,0.5266,1247
2697,0.5265,1248
7133,0.5265,1249
1862,0.5265,1250
7577,0.5264,1251
7107,0.5264,1252
9689,0.5264,1253
5309,0.5264,1254
3683,0.5264,1255
8539,0.5263,1256
5775,0.5263,1257
7506,0.5263,1258
7570,0.5262,1259
4333,0.5262,1260
7892,0.5262,1261
6095,0.5261,1262
3829,0.5261,1263
3875,0.5261,1264
2051,0.526,1265
9199,0.526,1266
7261,0.526,1267
6444,0.5259,1268
8176,0.5259,1269
5005,0.5259,1270
5522,0.5259,1271
3929,0.5258,1272
2550,0.5258,1273
2295,0.5256,1274
9158,0.5256,1275
4912,0.5256,1276
9172,0.5256,1277
5402,0.5255,1278
6200,0.5254,1279
2903,0.5254,1280
3653,0.5253,1281
9985,0.5251,1282
7461,0.5251,1283
984,0.525,1284
576,0.5249,1285
653,0.5249,1286
2422,0.5248,1287
2927,0.5248,1288
6317,0.5248,1289
7704,0.5247,1290
3134,0.5246,1291
9338,0.5246,1292
7319,0.5246,1293
5827,0.5246,1294
8009,0.5245,1295
9571,0.5245,1296
4663,0.5244,1297
4730,0.5244,1298
160,0.5244,1299
8454,0.5243,1300
2410,0.5243,1301
9093,0.5243,1302
1191,0.5243,1303
4790,0.5243,1304
4012,0.5243,1305
9286,0.5243,1306
7854,0.5242,1307
7755,0.5242,1308
6031,0.5242,1309
8125,0.5241,1310
815,0.524,1311
4318,0.524,1312
3387,0.5239,1313
7753,0.5239,1314
1573,0.5239,1315
7953,0.5239,1316
6670,0.5239,1317
9890,0.5238,1318
4505,0.5238,1319
6005,0.5237,1320
1987,0.5237,1321
1569,0.5237,1322
6206,0.5237,1323
4400,0.5236,1324
3644,0.5236,1325
2827,0.5236,1326
2139,0.5235,1327
3691,0.5235,1328
3808,0.5235,1329
6524,0.5235,1330
7226,0.5233,1331
3665,0.5233,1332
6414,0.5233,1333
6447,0.5233,1334
6400,0.5232,1335
898,0.5231,1336
1402,0.5231,1337
8437,0.5231,1338
9680,0.523,1339
6544,0.5228,1340
5878,0.5227,1341
4251,0.5227,1342
2912,0.5226,1343
2228,0.5226,1344
2911,0.5226,1345
8257,0.5225,1346
7135,0.5225,1347
4703,0.5225,1348
6398,0.5225,1349
9464,0.5224,1350
2329,0.5224,1351
9715,0.5224,1352
4598,0.5224,1353
6372,0.5223,1354
3841,0.5223,1355
5405,0.5223,1356
3625,0.5223,1357
5229,0.5223,1358
1698,0.5222,1359
1562,0.5221,1360
2990,0.522,1361
5126,0.522,1362
1683,0.522,1363
4952,0.522,1364
2955,0.5219,1365
3676,0.5218,1366
9122,0.5218,1367
9011,0.5218,1368
1478,0.5217,1369
9440,0.5217,1370
5447,0.5217,1371
6765,0.5217,1372
9813,0.5216,1373
1347,0.5216,1374
5038,0.5215,1375
2560,0.5215,1376
5342,0.5215,1377
9887,0.5214,1378
117,0.5214,1379
7679,0.5214,1380
3970,0.5214,1381
2988,0.5214,1382
4283,0.5214,1383
962,0.5214,1384
